index,ph,soil_type,previous_crop,area_ha,weather,month,district
364,6.67,loam,Radish,4.99,836mm/32.8C,Feb,Satara
365,7.74,loam,Fenugreek Leaves,0.46,1162mm/31.2C,Sep,Buldhana
366,6.24,alluvial,Tomato,2.98,339mm/17.2C,Jul,Nagpur
367,7.8,clay,Tomato,0.6,174mm/24.5C,Oct,Osmana bad
368,7.64,sandy,Bitter Gourd,0.94,333mm/15.8C,May,Pune
369,5.73,sandy,Bottle Gourd,2.31,807mm/31.8C,Jul,Sangli
370,5.39,sandy,Radish,2.65,148mm/25.0C,Apr,Sangli
371,5.47,red,Beans,1.44,168mm/15.6C,Oct,Hingoli
372,5.25,sandy,Beetroot,1.72,292mm/28.9C,Jul,Satara
373,5.45,loam,Bottle Gourd,0.62,991mm/23.3C,Feb,Gondia
374,7.04,red,Ridge Gourd,1.66,412mm/30.4C,Jul,Kolhapur
375,5.39,black,Beans,4.84,1084mm/21.4C,Apr,Nashik
376,6.06,sandy,Beans,4.73,506mm/34.7C,Apr,Gondia
377,7.48,sandy,Bitter Gourd,1.81,233mm/33.7C,Jan,Aurangabad
378,5.26,black,Bottle Gourd,2.94,1180mm/20.3C,Dec,Amravati
379,7.4,sandy,Green Peas,4.57,658mm/25.6C,Mar,Akola
380,5.96,black,Green Chilies,0.23,242mm/26.1C,May,Akola
381,5.52,red,Radish,4.09,274mm/16.9C,May,Chandrapur
382,7.08,loam,Pumpkin,4.75,438mm/20.4C,Feb,Nashik
383,6.9,black,Spinach,0.64,506mm/21.2C,Apr,Ahmednagar
384,7.57,clay,Beetroot,0.97,565mm/29.4C,Jan,Pune
385,7.18,black,Radish,4.81,409mm/29.8C,Sep,Gondia
386,7.37,sandy,Green Peas,2.78,1070mm/20.1C,Jan,Akola
387,5.96,red,Bottle Gourd,0.27,371mm/26.6C,Jun,Buldhana
388,5.68,alluvial,Beetroot,1.44,826mm/23.3C,Jul,Solapur
389,7.23,red,Ridge Gourd,2.36,169mm/33.0C,Mar,Nagpur
390,7.38,alluvial,Beetroot,3.53,560mm/20.5C,Dec,Latur
391,7.87,black,Bottle Gourd,3.72,752mm/17.0C,Jan,Buldhana
392,6.31,loam,Brinjal,4.98,861mm/28.9C,Jul,Ahmednagar
393,6.2,clay,Pumpkin,1.58,418mm/26.1C,Mar,Nagpur
394,7.3,red,Radish,2.78,979mm/24.6C,Oct,Osmana bad
395,6.12,sandy,Beans,2.76,686mm/31.8C,Dec,Osmana bad
396,7.71,alluvial,Carrot,2.15,1156mm/21.5C,Dec,Amravati
397,7.52,sandy,Spring Onion,1.01,582mm/19.7C,Jun,Pune
398,6.36,loam,Bitter Gourd,4.89,901mm/26.6C,Dec,Pune
399,7.23,alluvial,Cauliflower,4.3,244mm/17.9C,Jun,Aurangabad
400,7.24,red,Spring Onion,2.59,1173mm/33.4C,Dec,Chandrapur
401,5.48,black,Cabbage,3.1,98mm/18.5C,Apr,Akola
402,7.64,sandy,Ladyfinger,1.29,1125mm/26.3C,Dec,Satara
403,6.56,loam,Spring Onion,2.81,529mm/17.8C,Nov,Pune
404,7.43,red,Tomato,3.54,1151mm/23.4C,Jun,Wardha
405,6.06,red,Spring Onion,2.67,800mm/33.7C,Nov,Beed
406,7.62,red,Cauliflower,4.95,186mm/31.1C,Oct,Amravati
407,6.25,red,Bitter Gourd,3.13,1189mm/17.8C,Apr,Latur
408,5.23,alluvial,Tomato,1.98,977mm/16.8C,Aug,Parbhani
409,7.64,red,Ladyfinger,3.91,917mm/26.3C,Sep,Sangli
410,5.45,sandy,Coriander,1.02,681mm/19.2C,Feb,Solapur
411,6.06,loam,Brinjal,2.05,619mm/26.6C,Jul,Parbhani
412,7.77,alluvial,Spinach,1.87,103mm/27.1C,Sep,Buldhana
413,7.77,red,Pumpkin,2.27,1159mm/29.7C,Sep,Satara
414,6.75,clay,Cauliflower,3.95,258mm/24.3C,Dec,Amravati
415,6.91,clay,Bitter Gourd,2.52,872mm/15.9C,May,Kolhapur
416,6.41,loam,Ladyfinger,4.01,889mm/28.2C,Jan,Jalgaon
417,5.99,black,Tomato,2.97,728mm/31.3C,Jun,Nagpur
418,6.09,black,Bottle Gourd,1.84,555mm/25.4C,Aug,Akola
419,7.02,alluvial,Ridge Gourd,4.09,249mm/30.0C,Jan,Amravati
420,7.23,alluvial,Beans,1.34,549mm/34.2C,Feb,Nashik
421,7.34,alluvial,Beans,1.28,1121mm/32.8C,Jan,Nanded
422,7.33,black,Ladyfinger,2.62,707mm/15.3C,May,Pune
423,5.45,clay,Tomato,1.45,535mm/26.5C,Feb,Yavatmal
424,6.53,black,Brinjal,0.24,890mm/29.3C,Oct,Yavatmal
425,5.36,sandy,Beans,3.31,790mm/27.5C,Oct,Aurangabad
426,6.68,red,Cabbage,2.65,367mm/30.8C,Apr,Buldhana
427,6.39,alluvial,Carrot,2.34,578mm/17.1C,Jan,Wardha
428,7.6,clay,Brinjal,4.84,382mm/21.8C,Jul,Wardha
429,6.15,loam,Green Peas,2.94,517mm/29.2C,Aug,Latur
430,5.52,loam,Brinjal,4.34,912mm/21.0C,May,Kolhapur
431,5.59,red,Radish,0.87,841mm/19.6C,Feb,Wardha
432,7.26,clay,Tomato,2.93,546mm/27.6C,Aug,Beed
433,6.87,black,Beans,4.37,754mm/23.7C,Jan,Solapur
434,5.47,black,Cucumber,3.0,217mm/24.1C,Jul,Kolhapur
435,5.43,sandy,Beetroot,3.65,307mm/32.6C,Jan,Chandrapur
436,7.09,sandy,Cucumber,1.99,907mm/20.7C,Dec,Parbhani
437,5.4,black,Green Chilies,0.64,381mm/33.5C,Jun,Wardha
438,7.42,loam,Bottle Gourd,2.4,612mm/26.6C,Jun,Buldhana
439,7.11,alluvial,Carrot,2.09,523mm/34.1C,May,Parbhani
440,5.42,loam,Beans,4.36,818mm/17.9C,Feb,Aurangabad
441,5.43,sandy,Cauliflower,1.37,1062mm/20.3C,Feb,Parbhani
442,7.86,red,Radish,4.84,103mm/24.1C,Sep,Yavatmal
443,6.21,black,Coriander,4.8,825mm/21.3C,May,Amravati
444,6.2,sandy,Carrot,1.39,404mm/17.1C,May,Wardha
445,7.39,sandy,Brinjal,1.87,877mm/25.1C,Jul,Akola
446,7.76,alluvial,Radish,4.5,234mm/15.4C,Jun,Beed
447,7.86,black,Carrot,4.84,822mm/16.1C,Feb,Nagpur
448,7.23,alluvial,Spinach,2.33,304mm/24.2C,Nov,Akola
449,6.22,black,Beans,1.74,110mm/25.3C,Jan,Pune
450,5.43,alluvial,Carrot,2.73,977mm/33.8C,May,Amravati
451,7.3,loam,Green Peas,3.5,524mm/16.4C,Apr,Yavatmal
452,6.71,red,Radish,1.51,609mm/22.6C,Dec,Hingoli
453,6.35,red,Cucumber,3.74,953mm/26.1C,Mar,Kolhapur
454,7.65,black,Carrot,0.45,155mm/33.9C,Feb,Osmana bad
455,5.5,clay,Cucumber,0.44,396mm/23.7C,Oct,Ahmednagar
456,6.53,sandy,Spinach,2.05,104mm/23.1C,Feb,Pune
457,5.23,sandy,Cucumber,1.9,675mm/23.3C,Apr,Latur
458,6.47,black,Green Chilies,1.72,979mm/15.7C,Feb,Kolhapur
459,5.35,alluvial,Carrot,2.56,1092mm/18.2C,Apr,Pune
460,5.52,clay,Spring Onion,1.74,80mm/19.1C,Mar,Nanded
461,5.52,loam,Fenugreek Leaves,1.12,1189mm/28.8C,Sep,Beed
462,6.95,alluvial,Radish,1.69,461mm/32.4C,Jul,Osmana bad
463,7.21,alluvial,Brinjal,4.88,977mm/28.6C,Nov,Osmana bad
464,6.78,black,Fenugreek Leaves,2.17,796mm/27.3C,Dec,Solapur
465,7.8,black,Bottle Gourd,2.33,386mm/32.3C,Mar,Yavatmal
466,6.21,sandy,Spring Onion,2.97,470mm/33.3C,Aug,Gondia
467,5.97,black,Radish,4.92,1069mm/27.9C,Sep,Chandrapur
468,7.55,black,Cauliflower,1.36,350mm/31.7C,Jul,Gondia
469,5.8,black,Fenugreek Leaves,3.47,756mm/23.4C,Jun,Latur
470,7.8,sandy,Ridge Gourd,3.64,924mm/28.2C,Apr,Buldhana
471,5.23,loam,Carrot,3.12,570mm/18.9C,May,Aurangabad
472,7.82,loam,Coriander,0.63,969mm/20.8C,Aug,Akola
473,5.32,black,Ridge Gourd,3.45,825mm/15.2C,Mar,Buldhana
474,7.61,sandy,Beans,0.51,507mm/23.0C,Feb,Buldhana
475,6.62,loam,Tomato,3.06,811mm/34.5C,Mar,Parbhani
476,7.88,alluvial,Cabbage,3.75,281mm/23.6C,Dec,Satara
477,5.4,loam,Beetroot,1.21,915mm/22.2C,Jul,Satara
478,6.7,loam,Pumpkin,4.24,214mm/27.0C,Aug,Yavatmal
479,7.82,sandy,Beans,0.35,143mm/15.6C,Jan,Ahmednagar
480,6.61,alluvial,Tomato,4.25,120mm/21.6C,Jul,Kolhapur
481,6.9,sandy,Ladyfinger,2.41,992mm/25.7C,Sep,Nagpur
482,7.08,black,Beans,1.24,447mm/22.7C,Dec,Parbhani
483,6.43,red,Pumpkin,0.84,1107mm/22.8C,Mar,Aurangabad
484,6.89,loam,Beetroot,4.78,981mm/16.1C,Mar,Nanded
485,6.78,red,Fenugreek Leaves,0.55,1120mm/25.3C,Aug,Hingoli
486,7.63,sandy,Cucumber,1.16,562mm/17.1C,Apr,Amravati
487,5.32,sandy,Ladyfinger,1.87,1010mm/19.2C,Aug,Akola
488,5.96,sandy,Cauliflower,3.18,698mm/33.9C,May,Sangli
489,7.77,red,Bitter Gourd,2.82,180mm/23.0C,Mar,Pune
490,7.6,sandy,Pumpkin,0.8,838mm/16.5C,Apr,Buldhana
491,6.43,black,Ladyfinger,1.59,581mm/24.7C,Apr,Parbhani
492,6.87,sandy,Ridge Gourd,1.35,460mm/34.7C,Aug,Kolhapur
493,5.95,clay,Bottle Gourd,1.23,1081mm/21.5C,Jun,Nanded
494,5.71,red,Spinach,2.17,134mm/30.2C,Jul,Osmana bad
495,6.45,clay,Coriander,3.58,206mm/15.9C,Sep,Yavatmal
496,6.15,sandy,Cabbage,1.24,322mm/21.2C,Jun,Chandrapur
497,6.78,black,Cauliflower,1.96,582mm/22.9C,Mar,Nagpur
498,5.41,loam,Spring Onion,2.08,382mm/31.1C,Mar,Aurangabad
499,7.83,alluvial,Beans,4.89,1141mm/29.6C,Nov,Buldhana
500,7.86,alluvial,Cabbage,4.78,726mm/15.0C,Mar,Ahmednagar
501,7.09,sandy,Carrot,4.04,1199mm/30.4C,Dec,Gadchiroli
502,6.65,black,Coriander,1.36,617mm/17.4C,Oct,Parbhani
503,6.04,red,Green Chilies,0.53,314mm/27.9C,Feb,Yavatmal
504,7.4,clay,Coriander,1.72,475mm/34.4C,Jan,Chandrapur
505,7.05,clay,Pumpkin,1.48,995mm/21.3C,Nov,Aurangabad
506,5.64,clay,Radish,2.63,160mm/20.2C,Oct,Pune
507,7.66,red,Bitter Gourd,3.93,720mm/17.1C,Jan,Buldhana
508,7.42,alluvial,Coriander,4.32,836mm/30.5C,Apr,Yavatmal
509,7.76,black,Ladyfinger,4.26,547mm/31.4C,Mar,Jalgaon
510,7.16,red,Cauliflower,1.93,788mm/21.5C,May,Nashik
511,6.86,clay,Ladyfinger,3.5,1099mm/21.7C,Dec,Buldhana
512,6.33,sandy,Bitter Gourd,1.7,981mm/23.9C,Sep,Kolhapur
513,7.72,loam,Spinach,0.49,610mm/25.2C,Dec,Osmana bad
514,7.54,red,Beetroot,3.57,108mm/35.0C,Aug,Gadchiroli
515,5.32,red,Spring Onion,0.25,543mm/16.0C,Dec,Nashik
516,5.27,black,Ladyfinger,2.16,319mm/27.8C,Sep,Gadchiroli
517,6.22,black,Fenugreek Leaves,1.78,992mm/22.6C,May,Solapur
518,7.39,red,Pumpkin,3.53,764mm/27.5C,Aug,Ahmednagar
519,7.87,clay,Pumpkin,3.88,573mm/30.8C,Apr,Gadchiroli
520,5.61,loam,Tomato,1.66,755mm/18.4C,May,Pune
521,6.8,black,Spinach,4.1,745mm/27.1C,Dec,Wardha
522,6.23,clay,Coriander,1.61,629mm/32.9C,Mar,Solapur
523,7.82,sandy,Spring Onion,2.34,334mm/33.3C,May,Aurangabad
524,7.47,black,Radish,3.69,174mm/31.6C,Dec,Parbhani
525,7.46,clay,Spring Onion,3.53,557mm/19.9C,Mar,Chandrapur
526,6.47,clay,Tomato,4.94,269mm/32.6C,May,Nanded
527,6.32,loam,Spring Onion,1.28,835mm/34.6C,Nov,Yavatmal
528,5.94,loam,Cucumber,3.38,212mm/15.5C,May,Sangli
529,5.35,sandy,Bitter Gourd,3.13,589mm/15.7C,Jun,Wardha
530,7.53,clay,Ridge Gourd,4.59,489mm/33.7C,Sep,Gadchiroli
531,7.39,alluvial,Spring Onion,0.95,1066mm/16.7C,Jan,Aurangabad
532,7.9,clay,Bitter Gourd,3.81,338mm/33.1C,Dec,Pune
533,7.89,loam,Ridge Gourd,2.93,378mm/33.3C,Oct,Sangli
534,6.7,alluvial,Green Chilies,1.52,640mm/33.4C,Jun,Buldhana
535,7.28,black,Cucumber,2.48,376mm/29.6C,Jan,Gadchiroli
536,7.75,black,Radish,1.8,206mm/27.3C,Jun,Satara
537,7.49,red,Brinjal,2.98,1074mm/28.8C,Feb,Buldhana
538,5.87,loam,Pumpkin,4.47,87mm/21.2C,Aug,Buldhana
539,6.42,red,Ladyfinger,2.93,399mm/30.6C,Nov,Yavatmal
540,5.55,alluvial,Bitter Gourd,3.23,140mm/30.8C,Mar,Solapur
541,7.78,loam,Fenugreek Leaves,2.69,876mm/17.7C,Oct,Gadchiroli
542,6.84,sandy,Beetroot,0.45,1005mm/19.6C,Jun,Yavatmal
543,5.82,clay,Coriander,1.32,795mm/27.2C,Jun,Akola
544,7.01,sandy,Beans,2.56,273mm/20.5C,Apr,Nagpur
545,6.87,alluvial,Coriander,1.69,934mm/33.2C,May,Aurangabad
546,6.17,loam,Beans,1.07,291mm/29.7C,Feb,Chandrapur
547,5.51,alluvial,Beetroot,2.62,300mm/34.8C,Oct,Akola
548,7.01,clay,Cabbage,1.75,358mm/22.3C,Oct,Nashik
549,6.6,black,Spring Onion,1.44,895mm/31.4C,Aug,Osmana bad
550,7.29,black,Radish,2.43,593mm/28.9C,Oct,Nanded
551,6.6,alluvial,Beans,0.84,1002mm/16.1C,Jul,Nagpur
552,7.5,red,Brinjal,4.65,669mm/24.0C,Oct,Nashik
553,6.69,loam,Green Chilies,4.36,819mm/19.4C,Jun,Kolhapur
554,6.71,loam,Bottle Gourd,3.6,1093mm/23.0C,Jul,Nagpur
555,7.57,black,Green Chilies,0.71,981mm/27.4C,Dec,Wardha
556,6.29,sandy,Bottle Gourd,3.92,571mm/32.9C,Jan,Osmana bad
557,5.56,clay,Cucumber,4.08,793mm/20.0C,May,Chandrapur
558,5.28,sandy,Green Chilies,3.89,495mm/31.0C,Jul,Nagpur
559,7.24,sandy,Cauliflower,0.75,108mm/24.1C,Jan,Nagpur
560,6.87,alluvial,Pumpkin,3.29,241mm/31.5C,Feb,Gadchiroli
561,7.1,black,Spinach,4.2,140mm/30.5C,Sep,Osmana bad
562,5.78,black,Tomato,2.97,1174mm/31.1C,Dec,Nanded
563,5.57,black,Beans,3.3,545mm/22.6C,Mar,Chandrapur
564,5.24,alluvial,Carrot,2.4,552mm/30.9C,Jun,Yavatmal
565,6.15,red,Brinjal,2.74,573mm/30.5C,Jul,Chandrapur
566,6.79,sandy,Ladyfinger,0.37,935mm/32.1C,Sep,Gondia
567,6.26,alluvial,Ladyfinger,3.27,1002mm/34.5C,May,Jalgaon
568,6.38,loam,Green Peas,0.59,528mm/20.4C,Apr,Buldhana
569,7.64,clay,Bottle Gourd,2.29,105mm/29.1C,Nov,Parbhani
570,6.14,red,Beans,1.6,587mm/29.9C,Dec,Beed
571,6.59,loam,Cauliflower,2.82,308mm/29.2C,Feb,Beed
572,7.32,sandy,Green Peas,0.84,1138mm/24.4C,Mar,Solapur
573,6.27,black,Bitter Gourd,3.52,970mm/23.8C,May,Parbhani
574,6.88,sandy,Spinach,4.02,674mm/18.5C,Nov,Akola
575,7.53,alluvial,Spring Onion,0.98,1135mm/33.2C,Feb,Kolhapur
576,7.76,clay,Ladyfinger,0.7,80mm/22.2C,Apr,Nagpur
577,5.6,alluvial,Tomato,0.9,212mm/24.6C,Jan,Gadchiroli
578,7.7,red,Beans,4.41,595mm/34.0C,Apr,Akola
579,6.53,red,Green Chilies,2.74,842mm/33.8C,Jul,Nanded
580,5.9,clay,Bitter Gourd,2.44,657mm/24.6C,Dec,Buldhana
581,6.44,loam,Tomato,0.71,128mm/31.4C,Mar,Beed
582,7.85,loam,Tomato,3.32,841mm/19.8C,Oct,Ahmednagar
583,6.53,red,Cabbage,4.37,1178mm/23.3C,Aug,Hingoli
584,6.09,red,Cabbage,4.18,873mm/16.4C,Jun,Wardha
585,6.91,black,Bitter Gourd,3.21,398mm/31.7C,Jun,Latur
586,5.85,loam,Radish,0.56,777mm/27.2C,Jan,Osmana bad
587,5.4,clay,Cucumber,0.74,926mm/25.7C,May,Wardha
588,5.55,loam,Coriander,0.44,121mm/24.7C,Mar,Kolhapur
589,5.55,black,Bottle Gourd,1.44,608mm/30.6C,Oct,Gondia
590,5.61,alluvial,Pumpkin,0.85,371mm/32.9C,Jan,Solapur
591,5.57,red,Beans,1.45,176mm/23.3C,Aug,Beed
592,6.93,red,Bitter Gourd,2.05,153mm/19.6C,Jul,Jalgaon
593,5.69,black,Radish,4.73,837mm/32.3C,Jul,Nanded
594,6.13,clay,Radish,3.13,287mm/19.6C,Dec,Gondia
595,7.62,red,Bottle Gourd,4.21,489mm/25.6C,Oct,Akola
596,6.48,sandy,Radish,3.61,1068mm/33.3C,Oct,Yavatmal
597,7.0,red,Cucumber,0.74,153mm/18.8C,Oct,Gondia
598,5.67,sandy,Radish,3.73,333mm/17.3C,Apr,Nanded
599,5.72,black,Pumpkin,1.52,899mm/31.3C,Nov,Nanded
600,5.31,black,Ridge Gourd,3.27,411mm/22.8C,Jun,Aurangabad
601,5.66,red,Bottle Gourd,1.84,826mm/31.0C,Sep,Pune
602,5.95,loam,Cucumber,4.99,534mm/34.2C,Mar,Gadchiroli
603,5.68,sandy,Coriander,1.47,392mm/24.9C,Sep,Buldhana
604,5.44,clay,Ridge Gourd,1.54,913mm/27.5C,Apr,Jalgaon
605,5.53,red,Ridge Gourd,4.67,897mm/25.0C,May,Wardha
606,6.44,clay,Bitter Gourd,0.32,607mm/30.7C,Jul,Kolhapur
607,5.76,red,Beans,3.54,121mm/28.3C,Jun,Aurangabad
608,6.18,loam,Bitter Gourd,3.68,357mm/21.6C,Oct,Hingoli
609,6.56,loam,Bottle Gourd,4.21,145mm/29.6C,Aug,Yavatmal
610,7.06,loam,Radish,4.88,1099mm/31.5C,Aug,Parbhani
611,5.31,alluvial,Coriander,4.88,488mm/30.9C,Aug,Nanded
612,7.36,loam,Cucumber,0.51,676mm/17.4C,Mar,Gondia
613,6.9,black,Green Chilies,4.14,184mm/15.6C,Oct,Buldhana
614,5.42,black,Radish,3.3,1071mm/17.2C,Jun,Nanded
615,7.56,alluvial,Spinach,3.31,714mm/33.7C,Jul,Sangli
616,7.69,sandy,Bitter Gourd,0.82,1164mm/15.6C,Sep,Aurangabad
617,5.36,clay,Green Chilies,3.32,472mm/26.3C,Oct,Kolhapur
618,5.95,red,Spring Onion,4.92,565mm/34.4C,Oct,Sangli
619,7.38,red,Cucumber,4.58,1103mm/17.7C,Dec,Hingoli
620,7.22,alluvial,Cucumber,2.31,522mm/22.9C,Apr,Latur
621,5.7,black,Beetroot,0.39,344mm/28.8C,May,Akola
622,5.77,red,Beetroot,1.94,217mm/32.5C,Aug,Hingoli
623,6.2,black,Fenugreek Leaves,4.17,386mm/15.7C,Jan,Aurangabad
624,6.51,sandy,Radish,3.57,397mm/34.0C,Dec,Gondia
625,6.87,clay,Ridge Gourd,2.4,533mm/21.1C,Jun,Hingoli
626,6.2,sandy,Ridge Gourd,0.46,910mm/22.3C,Apr,Gondia
627,6.45,alluvial,Bottle Gourd,2.25,266mm/25.7C,May,Satara
628,7.22,loam,Green Peas,2.45,1100mm/18.9C,Nov,Hingoli
629,5.3,loam,Ladyfinger,4.66,714mm/33.9C,May,Buldhana
630,5.88,loam,Bitter Gourd,3.28,770mm/18.6C,Feb,Chandrapur
631,7.13,sandy,Carrot,1.7,1137mm/22.7C,Aug,Chandrapur
632,7.62,red,Brinjal,2.72,250mm/28.6C,Feb,Hingoli
633,6.58,clay,Bitter Gourd,0.52,1162mm/34.3C,Apr,Nanded
634,6.64,loam,Ladyfinger,4.87,1198mm/29.4C,Dec,Kolhapur
635,5.49,alluvial,Coriander,1.93,254mm/16.8C,May,Gadchiroli
636,6.41,alluvial,Radish,2.49,133mm/16.0C,Jan,Gadchiroli
637,6.64,loam,Coriander,1.91,428mm/18.9C,Jun,Ahmednagar
638,5.85,loam,Carrot,3.48,659mm/28.0C,Feb,Kolhapur
639,5.93,clay,Spring Onion,3.38,361mm/24.7C,May,Hingoli
640,6.22,loam,Fenugreek Leaves,3.63,902mm/28.2C,Jun,Kolhapur
641,5.25,clay,Coriander,1.49,1032mm/20.8C,Nov,Hingoli
642,6.07,alluvial,Pumpkin,1.72,1111mm/19.0C,Aug,Osmana bad
643,5.77,loam,Ladyfinger,0.8,570mm/15.8C,Sep,Chandrapur
644,6.08,sandy,Beans,3.35,328mm/15.0C,Dec,Nanded
645,5.52,sandy,Radish,0.39,1196mm/34.9C,Jun,Satara
646,7.6,alluvial,Green Peas,3.07,903mm/34.8C,May,Sangli
647,6.8,clay,Brinjal,4.37,711mm/19.8C,Dec,Gondia
648,7.03,sandy,Beetroot,4.48,201mm/21.6C,Apr,Wardha
649,7.33,clay,Tomato,2.36,917mm/22.9C,Feb,Chandrapur
650,6.55,sandy,Coriander,2.4,832mm/22.0C,Feb,Buldhana
651,5.43,sandy,Fenugreek Leaves,0.57,791mm/28.5C,Jul,Gadchiroli
652,6.65,clay,Bottle Gourd,3.42,159mm/16.3C,May,Latur
653,6.78,red,Cucumber,4.14,981mm/15.1C,Jul,Beed
654,7.21,sandy,Ridge Gourd,1.37,97mm/17.2C,Nov,Kolhapur
655,6.37,loam,Green Chilies,2.22,281mm/28.3C,Jan,Sangli
656,5.54,alluvial,Pumpkin,4.23,398mm/24.4C,Jan,Beed
657,5.97,red,Bitter Gourd,4.41,345mm/31.2C,May,Wardha
658,6.18,clay,Bitter Gourd,1.37,854mm/30.2C,Feb,Nagpur
659,6.94,red,Fenugreek Leaves,2.84,492mm/26.2C,Aug,Ahmednagar
660,6.74,black,Beans,1.12,480mm/22.3C,Mar,Nanded
661,6.16,black,Pumpkin,0.69,361mm/26.3C,Jan,Gondia
662,7.86,sandy,Pumpkin,4.57,830mm/20.9C,Feb,Pune
663,6.84,sandy,Fenugreek Leaves,4.14,377mm/33.6C,Oct,Nashik
664,5.84,loam,Bottle Gourd,3.85,588mm/18.9C,Oct,Nashik
665,5.47,alluvial,Bottle Gourd,0.43,854mm/20.0C,Jul,Jalgaon
666,5.61,red,Spinach,4.25,350mm/22.0C,Jun,Chandrapur
667,5.86,black,Coriander,2.3,818mm/26.6C,Dec,Gadchiroli
668,5.63,sandy,Beans,1.84,138mm/17.5C,Aug,Kolhapur
669,5.7,alluvial,Bitter Gourd,2.82,165mm/23.5C,Jul,Amravati
670,5.97,red,Brinjal,0.64,798mm/21.3C,Oct,Buldhana
671,5.67,sandy,Cauliflower,3.83,662mm/30.9C,Aug,Ahmednagar
672,7.62,sandy,Green Peas,3.0,684mm/17.2C,Mar,Jalgaon
673,5.42,black,Bottle Gourd,1.1,943mm/26.0C,Jun,Jalgaon
674,6.62,black,Spinach,1.1,138mm/33.2C,Jul,Amravati
675,6.31,sandy,Beans,1.08,467mm/16.0C,Oct,Satara
676,7.85,clay,Green Peas,0.47,672mm/21.6C,Nov,Satara
677,5.5,sandy,Ladyfinger,3.02,988mm/24.1C,Jan,Wardha
678,6.27,alluvial,Carrot,4.23,478mm/28.4C,Jan,Sangli
679,7.82,sandy,Green Peas,0.28,372mm/26.8C,Jul,Beed
680,7.54,loam,Cabbage,0.44,882mm/31.0C,Nov,Hingoli
681,7.41,loam,Pumpkin,2.95,969mm/27.5C,Mar,Hingoli
682,5.9,loam,Coriander,4.13,1039mm/32.2C,Mar,Osmana bad
683,5.66,clay,Cabbage,1.77,352mm/34.6C,May,Wardha
684,7.01,clay,Cucumber,1.88,599mm/30.9C,Nov,Gondia
685,7.71,sandy,Beetroot,3.06,647mm/25.0C,Jun,Wardha
686,6.7,loam,Beetroot,1.52,731mm/15.4C,Feb,Kolhapur
687,6.74,clay,Green Chilies,0.33,699mm/21.4C,Mar,Akola
688,5.96,black,Green Peas,3.73,665mm/28.1C,Jun,Sangli
689,7.28,sandy,Spinach,3.2,995mm/24.6C,Mar,Chandrapur
690,5.71,alluvial,Brinjal,2.99,1132mm/26.8C,May,Gadchiroli
691,6.07,red,Bottle Gourd,3.76,920mm/28.0C,Sep,Nashik
692,6.35,sandy,Green Chilies,3.44,409mm/25.2C,Dec,Wardha
693,6.57,red,Cucumber,1.19,174mm/17.8C,Mar,Kolhapur
694,5.85,loam,Ridge Gourd,1.89,432mm/18.6C,Dec,Satara
695,5.51,red,Ladyfinger,0.81,1063mm/34.5C,Nov,Jalgaon
696,6.85,loam,Fenugreek Leaves,0.82,1122mm/21.6C,Jun,Osmana bad
697,5.98,black,Cucumber,3.45,705mm/30.9C,Nov,Nashik
698,6.77,red,Cabbage,4.32,795mm/33.1C,May,Osmana bad
699,5.62,sandy,Beetroot,4.82,334mm/23.9C,May,Hingoli
700,6.5,loam,Bitter Gourd,3.22,755mm/16.4C,Nov,Beed
701,6.64,sandy,Beans,1.08,1172mm/25.4C,Jun,Satara
702,5.34,clay,Cauliflower,0.71,219mm/31.6C,Jun,Wardha
703,6.11,loam,Green Chilies,4.1,759mm/29.0C,Jan,Latur
704,5.56,red,Cabbage,2.98,216mm/25.3C,Nov,Yavatmal
705,5.37,loam,Spring Onion,3.17,421mm/19.3C,Sep,Yavatmal
706,7.87,sandy,Cucumber,3.95,1051mm/26.7C,May,Solapur
707,6.07,black,Pumpkin,3.58,741mm/18.6C,Jan,Akola
708,7.39,loam,Coriander,4.21,494mm/30.9C,Aug,Ahmednagar
709,5.89,red,Cabbage,0.47,422mm/24.5C,Jul,Akola
710,7.04,clay,Brinjal,3.79,732mm/32.2C,Jul,Akola
711,7.25,alluvial,Brinjal,4.28,402mm/22.9C,May,Nanded
712,6.81,black,Radish,1.57,390mm/16.6C,Jan,Osmana bad
713,6.47,clay,Fenugreek Leaves,3.27,649mm/32.2C,Sep,Pune
714,6.31,loam,Fenugreek Leaves,1.71,426mm/17.1C,Nov,Osmana bad
715,6.14,sandy,Radish,4.8,461mm/21.8C,Sep,Wardha
716,7.71,sandy,Cauliflower,0.36,600mm/23.8C,Aug,Nashik
717,7.44,red,Carrot,2.98,1197mm/19.2C,May,Ahmednagar
718,7.81,sandy,Green Chilies,1.0,743mm/33.1C,Mar,Aurangabad
719,5.54,black,Cucumber,3.62,119mm/24.3C,Aug,Aurangabad
720,7.17,sandy,Coriander,1.04,653mm/18.5C,Jan,Aurangabad
721,7.73,red,Tomato,1.33,660mm/31.1C,Mar,Latur
722,5.69,alluvial,Spring Onion,2.57,249mm/30.7C,Dec,Sangli
723,5.38,loam,Pumpkin,4.59,590mm/20.7C,Nov,Satara
724,7.2,loam,Brinjal,1.22,1063mm/24.7C,Jul,Wardha
725,6.75,sandy,Bottle Gourd,0.89,420mm/30.7C,Apr,Amravati
726,7.47,clay,Cabbage,3.84,698mm/18.3C,Jul,Amravati
727,5.58,loam,Coriander,2.6,810mm/15.5C,Dec,Pune
